timestamp,lat,lon,BT_11,BT_12,BTD,Cloud_Mask_Binary,Cloud_Mask_Raw,CTT,CTH,Cloud_Phase,GPM_precipitation_rate
2022-11-22 04:20:00,10.020505,93.80348,233.59,233.2,0.39,1.0,0.0,235.5,10750.0,2.0,0.1400000005960464
2022-11-19 16:20:00,10.020514,82.39707,230.67,230.09,0.58,1.0,0.0,220.44,12450.0,2.0,0.0700000002980232
2022-11-22 15:05:00,10.020514,95.559685,211.86,211.91,-0.06,1.0,0.0,213.56,13150.0,2.0,0.3299999833106994
2022-11-20 04:35:00,10.02058,84.91234,249.19,247.97,1.22,1.0,0.0,217.83,12850.0,2.0,1.5
2022-11-23 15:45:00,10.020658,90.97435,252.31,251.48,0.84,1.0,0.0,255.43,8100.0,6.0,0.1299999952316284
2022-11-20 04:35:00,10.020759,88.30737,283.82,282.08,1.74,1.0,0.0,211.47,13550.0,6.0,0.1400000005960464
2022-11-19 03:55:00,10.020868,89.29827,273.15,271.9,1.25,1.0,0.0,273.48,5100.0,6.0,1.0
2022-11-24 04:00:00,10.021388,94.17938,203.8,203.71,0.09,1.0,0.0,200.97,14950.0,2.0,1.899999976158142
2022-11-23 03:20:00,10.021455,93.5309,213.54,212.76,0.78,1.0,0.0,204.2,14250.0,2.0,0.3899999856948852
2022-11-19 16:20:00,10.021708,84.25175,195.58,194.73,0.85,1.0,0.0,190.65,16100.0,2.0,1.46999990940094
2022-11-23 15:45:00,10.021,90.71742,252.91,249.59,3.33,1.0,0.0,223.05,12100.0,2.0,0.1499999910593032
2022-11-20 04:35:00,10.022071,79.039696,249.4,248.89,0.51,1.0,0.0,243.69,9700.0,1.0,0.1499999910593032
2022-11-19 03:55:00,10.022079,89.80715,277.73,276.52,1.2,1.0,0.0,277.7,4500.0,1.0,2.299999952316284
2022-11-24 04:00:00,10.022197,88.267586,226.63,226.65,-0.03,1.0,0.0,225.59,11750.0,2.0,1.2400000095367432
2022-11-19 16:20:00,10.022599,85.20776,216.81,213.99,2.82,1.0,0.0,190.52,16100.0,2.0,1.3600000143051147
2022-11-24 04:00:00,10.022698,96.62349,265.85,263.99,1.86,1.0,0.0,223.9,12100.0,2.0,0.1799999922513961
2022-11-19 03:55:00,10.022798,86.20468,285.04,283.12,1.91,1.0,0.0,288.35,1000.0,1.0,1.579999923706055
2022-11-19 05:30:00,10.022924,79.29179,221.29,220.74,0.55,1.0,0.0,216.26,12800.0,2.0,0.3999999761581421
2022-11-19 03:55:00,10.022991,86.90548,286.86,284.37,2.49,1.0,0.0,294.11,500.0,1.0,1.0199999809265137
2022-11-23 03:20:00,10.023077,94.31282,216.93,216.29,0.64,1.0,0.0,204.2,14250.0,2.0,1.649999976158142
2022-11-23 15:45:00,10.023227,96.807014,211.26,210.54,0.72,1.0,0.0,204.25,14250.0,2.0,1.5499999523162842
2022-11-19 03:55:00,10.023279,85.396935,191.87,191.61,0.27,1.0,0.0,192.21,16900.0,,4.559999942779541
2022-11-23 15:45:00,10.023279,95.798164,225.47,223.98,1.49,1.0,0.0,207.71,13900.0,2.0,0.2800000011920929
2022-11-24 04:00:00,10.023328,93.857864,210.0,209.4,0.59,1.0,0.0,204.66,14250.0,2.0,1.899999976158142
2022-11-24 04:00:00,10.023977,95.694466,211.02,210.35,0.67,1.0,0.0,208.22,13900.0,2.0,1.5499999523162842
2022-11-23 15:45:00,10.024006,90.388245,244.79,243.94,0.85,1.0,0.0,231.57,11100.0,2.0,0.2199999988079071
2022-11-22 15:05:00,10.024087,96.0474,214.56,214.4,0.15,1.0,0.0,223.15,12100.0,2.0,3.4099998474121094
2022-11-19 16:20:00,10.024213,89.20347,288.1,285.6,2.5,1.0,0.0,208.27,13900.0,6.0,0.089999996125698
2022-11-19 16:20:00,10.024241,82.18227,233.09,232.47,0.62,1.0,0.0,220.44,12450.0,2.0,0.199999988079071
2022-11-20 04:35:00,10.024342,83.59553,232.74,231.82,0.92,1.0,0.0,220.66,12450.0,2.0,1.079999923706055
2022-11-19 16:20:00,10.024342,83.64604,198.57,197.92,0.65,1.0,0.0,190.65,16100.0,2.0,0.6699999570846558
2022-11-24 04:00:00,10.024351,96.00848,228.99,227.64,1.35,1.0,0.0,211.46,13550.0,2.0,2.429999828338623
2022-11-24 04:00:00,10.024367,93.53139,237.03,236.24,0.79,1.0,0.0,232.69,11100.0,2.0,0.209999993443489
2022-11-19 03:55:00,10.024384,90.00531,278.85,277.12,1.73,1.0,0.0,282.04,3100.0,6.0,0.4799999892711639
2022-11-19 16:20:00,10.024595,83.978264,194.96,194.65,0.31,1.0,0.0,187.46,16450.0,2.0,0.5799999833106995
2022-11-21 03:35:00,10.024659,95.878265,234.45,232.06,2.4,1.0,0.0,217.0,12800.0,2.0,0.1199999973177909
2022-11-19 16:20:00,10.02472,87.16616,214.7,214.19,0.51,1.0,0.0,208.45,13900.0,2.0,1.6699999570846558
2022-11-22 04:20:00,10.024736,95.47216,218.58,218.33,0.25,1.0,0.0,217.11,12800.0,2.0,0.3899999856948852
2022-11-19 16:20:00,10.024748,88.17001,264.45,263.07,1.38,1.0,0.0,246.47,9450.0,6.0,0.6499999761581421
2022-11-24 04:00:00,10.024808,96.28586,254.8,250.63,4.16,1.0,0.0,204.91,14250.0,2.0,1.8600000143051147
2022-11-20 04:35:00,10.02492,85.517296,286.1,284.0,2.1,1.0,0.0,217.85,12850.0,6.0,1.2200000286102295
2022-11-19 16:20:00,10.025259,85.54572,273.26,272.44,0.82,1.0,0.0,275.8,4500.0,6.0,5.949999809265137
2022-11-21 16:05:00,10.025432,96.72428,203.73,203.39,0.34,1.0,0.0,198.89,15350.0,2.0,3.0999999046325684
2022-11-22 04:20:00,10.025596,93.53053,231.76,231.34,0.42,1.0,0.0,232.52,11100.0,2.0,0.0599999986588954
2022-11-20 04:35:00,10.025603,95.92227,219.11,218.69,0.42,1.0,0.0,208.16,13850.0,2.0,0.0700000002980232
2022-11-24 04:00:00,10.025694,94.464615,199.39,199.22,0.18,1.0,0.0,197.33,15700.0,2.0,0.7099999785423279
2022-11-24 04:00:00,10.0256,93.21113,216.54,216.46,0.08,1.0,0.0,217.19,12800.0,2.0,1.5299999713897705
2022-11-19 05:30:00,10.025964,80.84078,206.16,206.37,-0.22,1.0,0.0,198.66,15300.0,2.0,0.1599999964237213
2022-11-23 15:45:00,10.025976,91.62619,259.55,258.45,1.1,1.0,0.0,242.54,9750.0,6.0,0.1499999910593032
2022-11-23 15:45:00,10.025978,91.95607,260.58,259.95,0.62,1.0,0.0,257.35,7800.0,2.0,0.0999999940395355
2022-11-20 04:35:00,10.026097,85.19662,275.28,273.09,2.19,1.0,0.0,272.02,5650.0,6.0,1.3799999952316284
2022-11-22 04:20:00,10.026313,95.8498,220.13,219.76,0.37,1.0,0.0,217.41,12800.0,2.0,2.919999837875366
2022-11-19 16:20:00,10.026397,85.87155,255.07,252.34,2.73,1.0,0.0,205.36,14300.0,2.0,3.5299999713897705
2022-11-20 17:00:00,10.026523,78.25347,251.26,248.87,2.39,1.0,0.0,220.09,12450.0,2.0,0.0599999986588954
2022-11-19 16:20:00,10.026643,84.91599,240.74,237.85,2.88,1.0,0.0,193.7,15750.0,2.0,0.8999999761581421
2022-11-23 15:45:00,10.026654,89.58279,238.06,237.67,0.39,1.0,0.0,237.52,10400.0,2.0,0.8399999737739563
2022-11-20 04:35:00,10.027428,88.58692,289.74,288.24,1.5,1.0,0.0,292.27,1500.0,1.0,0.089999996125698
2022-11-22 04:20:00,10.027686,83.20425,284.88,284.29,0.58,1.0,0.0,285.65,2800.0,1.0,0.1899999976158142
2022-11-19 03:55:00,10.027793,88.49024,279.84,276.38,3.47,1.0,0.0,284.07,2550.0,2.0,0.0499999970197677
